No,Level,Date,Time,Text
151,INFO,8:51:06 AM,22 March 2020,"...mailbox_register: mailbox allocated for rsvp-udp"
152,TRACE,8:51:06 AM,22 March 2020,".entity_initialize: interface 9.67.101.1, entity for rsvp allocated and initialized"
153,DEBUG,8:51:06 AM,22 March 2020,"....mailslot_create: creating mailslot for RSVP"
154,ERROR,8:51:06 AM,22 March 2020,"...mailbox_register: mailbox allocated for rsvp"
155,INFO,8:51:06 AM,22 March 2020,"....mailslot_create: creating mailslot for RSVP via UDP"
156,ERROR,8:51:06 AM,22 March 2020,"...mailbox_register: mailbox allocated for rsvp-udp"
157,TRACE,8:51:06 AM,22 March 2020,".entity_initialize: interface 9.67.116.98, entity for rsvp allocated and"
158,INFO,8:51:06 AM,22 March 2020,"....mailslot_create: creating mailslot for RSVP"
159,INFO,8:51:06 AM,22 March 2020,"...mailbox_register: mailbox allocated for rsvp"
160,INFO,8:51:06 AM,22 March 2020,"....mailslot_create: creating mailslot for RSVP via UDP"
161,ERROR,8:51:06 AM,22 March 2020,"...mailbox_register: mailbox allocated for rsvp-udp"
162,TRACE,8:51:06 AM,22 March 2020,".entity_initialize: interface 9.67.117.98, entity for rsvp allocated and"
163,INFO,8:51:06 AM,22 March 2020,"....mailslot_create: creating mailslot for RSVP"
164,INFO,8:51:06 AM,22 March 2020,"...mailbox_register: mailbox allocated for rsvp"
165,INFO,8:51:06 AM,22 March 2020,"....mailslot_create: creating mailslot for RSVP via UDP"
166,INFO,8:51:06 AM,22 March 2020,"...mailbox_register: mailbox allocated for rsvp-udp"
167,TRACE,8:51:06 AM,22 March 2020,".entity_initialize: interface 127.0.0.1, entity for rsvp allocated and initialized"
168,DEBUG,8:51:06 AM,22 March 2020,".....mailslot_create: creating socket for querying route"
169,INFO,8:51:06 AM,22 March 2020,"....mailbox_register: no mailbox necessary for forward"
170,INFO,8:51:06 AM,22 March 2020,".....mailslot_create: creating mailslot for route engine - informational socket"
171,TRACE,8:51:06 AM,22 March 2020,".....mailslot_create: ready to accept informational socket connection"
172,INFO,8:51:11 AM,22 March 2020,"....mailbox_register: mailbox allocated for route"
173,INFO,8:51:11 AM,22 March 2020,"....mailslot_create: creating socket for traffic control module"
174,INFO,8:51:11 AM,22 March 2020,"...mailbox_register: no mailbox necessary for traffic-control"
175,DEBUG,8:51:11 AM,22 March 2020,"...mailslot_create: creating mailslot for RSVP client API"
176,DEBUG,8:51:11 AM,22 March 2020,"..mailbox_register: mailbox allocated for rsvp-api"
177,DEBUG,8:51:11 AM,22 March 2020,"..mailslot_create: creating mailslot for terminate"
178,INFO,8:51:11 AM,22 March 2020,".mailbox_register: mailbox allocated for terminate"
179,INFO,8:51:11 AM,22 March 2020,"..mailslot_create: creating mailslot for dump"
180,INFO,8:51:11 AM,22 March 2020,".mailbox_register: mailbox allocated for dump"
181,INFO,8:51:11 AM,22 March 2020,"..mailslot_create: creating mailslot for (broken) pipe"
182,INFO,8:51:11 AM,22 March 2020,".mailbox_register: mailbox allocated for pipe"
183,INFO,8:51:11 AM,22 March 2020,"main: rsvpd initialization complete"
184,INFO,8:52:50 AM,22 March 2020,".....rsvp_api_open: accepted a new connection for rapi"
185,INFO,8:52:50 AM,22 March 2020,"......mailbox_register: mailbox allocated for mailbox"
186,TRACE,8:52:50 AM,22 March 2020,".....rsvp_event_mapSession: Session=9.67.116.99:1047:6 does not exist"
187,EVENT,8:52:50 AM,22 March 2020,"....api_reader: api request SESSION"
188,TRACE,8:52:50 AM,22 March 2020,".....rsvp_event_establishSession: local node will send"
189,INFO,8:52:50 AM,22 March 2020,".......router_forward_getOI: Ioctl to get route entry successful"
190,TRACE,8:52:50 AM,22 March 2020,".......router_forward_getOI:         source address:   9.67.116.98"
191,TRACE,8:52:50 AM,22 March 2020,".......router_forward_getOI:         out inf:   9.67.116.98"
192,TRACE,8:52:50 AM,22 March 2020,".......router_forward_getOI:         gateway:   0.0.0.0"
193,TRACE,8:52:50 AM,22 March 2020,".......router_forward_getOI:         route handle:   7f5251c8"
194,TRACE,8:52:50 AM,22 March 2020,"......event_establishSessionSend: found outgoing if=9.67.116.98 through"
195,TRACE,8:52:50 AM,23 March 2020,".....rsvp_event_mapSession: Session=9.67.116.99:1047:6 exists"
196,EVENT,8:52:50 AM,23 March 2020,"....api_reader: api request SENDER"
197,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: papi_debug:  Entering"
198,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: papi_debug:  papiLogFunc = 98681F0 papiUserValue = 0"
199,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: papi_debug:  Exiting"
200,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: APIInitialize:  Entering"
201,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: open_socket:  Entering"
202,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: open_socket:  Exiting"
203,DEBUG,8:52:50 AM,23 March 2020,"......init_policyAPI: APIInitialize:  ApiHandle = 98BDFB0,  connfd = 22"
204,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: APIInitialize:  Exiting"
205,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: RegisterWithPolicyAPI:  Entering"
206,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: RegisterWithPolicyAPI:  Writing to socket = 22"
207,INFO,8:52:50 AM,23 March 2020,"......init_policyAPI: ReadBuffer:  Entering"
208,DEBUG,8:52:51 AM,23 March 2020,"......init_policyAPI: ReadBuffer:  Exiting"
209,INFO,8:52:51 AM,23 March 2020,"......init_policyAPI: RegisterWithPolicyAPI:  Exiting"
210,INFO,8:52:51 AM,23 March 2020,"......init_policyAPI: Policy API initialized"
211,INFO,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: RSVPFindActionName:  Entering"
212,INFO,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: ReadBuffer:  Entering"
213,INFO,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: ReadBuffer:  Exiting"
214,DEBUG,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: RSVPFindActionName:  Result = 0"
215,INFO,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: RSVPFindActionName:  Exiting"
216,INFO,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: found action name CLCat2 for"
217,INFO,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: RSVPFindServiceDetailsOnActName:  Entering"
218,INFO,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: ReadBuffer:  Entering"
219,INFO,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: ReadBuffer:  Exiting"
220,DEBUG,8:52:51 AM,23 March 2020,".....rpapi_getPolicyData: RSVPFindServiceDetailsOnActName:  Result = 0"
